year,expected_aoristic
-100,10.808098550535297
-99,10.84105670349345
-98,10.84105670349345
-97,10.84105670349345
-96,10.84105670349345
-95,10.84105670349345
-94,10.84105670349345
-93,10.84105670349345
-92,10.84105670349345
-91,10.84105670349345
-90,11.914219295015751
-89,12.038940412252746
-88,12.108780344502751
-87,12.108780344502751
-86,12.108780344502751
-85,12.132589868312275
-84,12.132589868312275
-83,12.239193641897181
-82,12.249502920247696
-81,12.249502920247696
-80,13.774739357127395
-79,13.80038038276842
-78,13.914828721785724
-77,13.914828721785724
-76,13.914828721785724
-75,14.207217148158492
-74,14.207217148158492
-73,14.207217148158492
-72,14.207217148158492
-71,14.498675968626793
-70,23.74910631242286
-69,23.77474733806389
-68,23.77474733806389
-67,23.77474733806389
-66,23.77474733806389
-65,23.77474733806389
-64,23.77474733806389
-63,23.865406678723225
-62,23.919519232835782
-61,24.002852566169114
-60,26.517607983031134
-59,26.752523011696162
-58,26.860088801169848
-57,26.860088801169848
-56,27.00294594402699
-55,27.079869020950067
-54,27.079869020950067
-53,27.079869020950067
-52,27.323347281819633
-51,27.86396348955243
-50,76.19372325085367
-49,74.3161859348559
-48,75.201674078553
-47,75.30701349414085
-46,79.81745455581142
-45,86.99699098429522
-44,75.56089695893033
-43,78.75975117518162
-42,83.27377102629825
-41,117.20399630817859
-40,122.40846630163645
-39,78.03288188605205
-38,74.20545351428405
-37,74.5514963603269
-36,79.00394946278
-35,75.72248587734583
-34,73.7357434531034
-33,80.35891060852862
-32,74.58763327475128
-31,77.87885884076995
-30,125.69953345157654
-29,125.39510428692721
-28,127.38069549310664
-27,152.15671885314805
-26,148.23219713522417
-25,153.2925077304501
-24,151.39319613624718
-23,158.08054427057428
-22,155.4417046549054
-21,153.72295465490538
-20,154.80911027849243
-19,154.63933755121968
-18,148.93542960783066
-17,156.89027975708757
-16,162.6474753807011
-15,165.8962411190636
-14,156.90854392330087
-13,170.76601594382524
-12,190.59932264628935
-11,184.39345682043296
-10,188.73847330388122
-9,189.01032448498097
-8,210.49717316060202
-7,211.11362859830598
-6,216.1811932326808
-5,197.85286253462715
-4,191.8630990086794
-3,217.30298811500683
-2,228.32029313901592
-1,185.71020388616347
0,118.5909010085918
1,517.9108075742864
2,516.8161121624653
3,514.6557586271117
4,522.5288997828279
5,515.2292780711826
6,524.6739978843273
7,515.1609092300622
8,512.33868700784
9,515.3598901387404
10,521.1817662525458
11,503.85052427270864
12,506.5678542784371
13,502.34991282153396
14,549.2882949725631
15,507.01692444217554
16,501.7197301570247
17,502.45725038992043
18,516.7185083499489
19,517.6816307404545
20,511.11002356318784
21,495.960853810706
22,493.66918714403926
23,506.16224772295516
24,490.6402073237409
25,493.99310852881604
26,492.8349246414585
27,491.2469126534465
28,488.622642539971
29,489.9212467135752
30,484.75223221682495
31,483.40797685734185
32,483.6527910774881
33,475.87492292955415
34,469.52323237872565
35,472.8693883508897
36,470.85966220746786
37,498.37844761752933
38,473.1467467885568
39,473.61979786574943
40,482.8710819618848
41,525.7947671583698
42,491.54323271421197
43,540.7435645555281
44,534.5140776263113
45,539.1536338350402
46,542.4495828295807
47,542.6842375610383
48,535.126710237689
49,540.3614683000476
50,529.562183246575
51,482.54346645414427
52,475.461403496662
53,470.33718930505654
54,488.6519502471149
55,473.53851147199566
56,479.7706626766827
57,469.2200897417058
58,466.691640642768
59,460.26473254832274
60,461.83118130146704
61,471.46917094176024
62,469.3328294606607
63,467.34610746926126
64,466.57799197039776
65,475.0905242466549
66,470.1362323709873
67,472.3780286534989
68,487.3219294895378
69,517.1685800486637
70,525.0438688542885
71,560.7110154218332
72,558.8000361149234
73,577.6280562973552
74,591.9989426635977
75,597.421705524034
76,640.8319224590207
77,710.1419579644509
78,796.0517804268959
79,820.8210469711454
80,497.1540226759064
81,471.880627262112
82,458.2451827372021
83,460.32654887701455
84,450.0547298358407
85,459.9650349562899
86,454.92907352702537
87,432.4470678973561
88,438.054618914563
89,434.4151600685972
90,450.3510492768951
91,439.3857623299206
92,436.2404664572341
93,433.68696417524336
94,436.6149342060286
95,436.4127480588424
96,457.0251013865926
97,469.8873418674534
98,479.75240862933185
99,448.3633944357349
100,448.6878938380688
101,497.3107963081702
102,483.25129706747543
103,474.99706287741265
104,470.34887049273175
105,479.4696104060179
106,467.03822143900703
107,500.3620881152897
108,488.61025105893935
109,501.5082035546606
110,478.22857414105545
111,474.81961703537127
112,488.4527960053024
113,473.7488242112113
114,490.82709529692687
115,488.956512531969
116,486.5568360379299
117,511.99175189144717
118,486.7723643044843
119,492.7274465857496
120,498.11498222894244
121,523.0457316978748
122,531.0850076382351
123,1810.3466173038894
124,523.8877590874854
125,523.9093098191754
126,557.9899669939334
127,519.1310768510468
128,635.0073938415048
129,531.1673400059917
130,518.0805775801668
131,484.7754210730899
132,497.22614218522716
133,505.455904089989
134,502.092050823348
135,571.9195362807288
136,499.79352090635575
137,490.6204374476534
138,539.5808384426889
139,500.9787736293555
140,493.46005123477784
141,474.09854772839856
142,478.57137964364154
143,471.16784429010625
144,480.91019072362906
145,491.1217852336912
146,466.6896333749027
147,472.0625059663847
148,476.28008315009674
149,645.396662404176
150,478.6315281537756
151,493.390237788953
152,491.2547981962635
153,488.69692870062806
154,492.7185553577708
155,487.0488620851966
156,485.1743523919912
157,504.9672667573194
158,513.2793315349271
159,504.99390547444295
160,500.31280150855736
161,618.2476583589198
162,536.3609929092526
163,514.1104131668858
164,526.2930950908748
165,503.93457784540163
166,526.4834208552027
167,504.09505402256474
168,493.0544544380516
169,498.0786502288223
170,476.5815620516156
171,507.37683069115366
172,517.3196044046551
173,521.1656697377894
174,520.0023657798425
175,524.0536656455438
176,525.1017250127253
177,527.7332613259119
178,525.8746770235676
179,534.5795481048107
180,544.6125241815728
181,534.1876818508281
182,539.4101846318447
183,529.9728308306751
184,530.4455951756291
185,531.1448202218725
186,528.1134815715983
187,520.1227983417847
188,527.0950205640069
189,522.3952931006945
190,519.7922621903084
191,528.5458220886936
192,525.8418931133345
193,559.1917817943508
194,551.7813431863149
195,567.7053298470167
196,569.0508832746417
197,615.7557857610834
198,646.1464883275854
199,604.3175311463044
200,605.3248386323951
201,496.33962600285975
202,470.5190053722445
203,437.12301205836303
204,445.1102579043045
205,482.79842373878694
206,458.4250624392867
207,461.8269776957475
208,466.14433703982434
209,464.3044246761085
210,452.8298001286664
211,517.1236423127776
212,595.4351265287728
213,751.3448451540937
214,686.0609311053679
215,600.7501855350125
216,640.9963651886922
217,633.9584565546703
218,462.32099213508104
219,430.95297982252043
220,436.37061714192805
221,435.6459570028437
222,480.7062697373673
223,427.7280144174109
224,424.95749787224497
225,418.6288053126313
226,409.2280149298116
227,424.5507402131155
228,411.4669748842415
229,422.75452067178725
230,432.29101219282325
231,356.08190414859786
232,346.8877826983187
233,347.43568871387174
234,351.5779506186336
235,385.9410618815138
236,396.1867055227116
237,385.5147720833439
238,434.57109386886015
239,364.35879300647696
240,350.26836911937266
241,369.47191882013794
242,347.7804378205164
243,344.253382767726
244,397.9315517957393
245,350.43938308965005
246,343.8721357171395
247,357.44861308138286
248,333.0319464147162
249,365.02813533334034
250,382.90117451437584
251,316.9422156804996
252,299.2503856151401
253,321.56467613887946
254,288.289328152862
255,283.56494045871625
256,285.7851700696729
257,284.98161275742
258,287.8724523302183
259,293.1224523302183
260,258.82499697680555
261,252.77658452695994
262,245.75757980795527
263,241.75757980795527
264,244.13303589511287
265,254.82748033955733
266,240.36310653851595
267,244.0300198710131
268,258.184627763121
269,255.281278708866
270,272.62212134074855
271,251.45675623807304
272,243.6987970734538
273,242.79692117157788
274,255.06961433506206
275,266.8273132233743
276,258.5450833853216
277,231.8221667186549
278,231.99513969162788
279,237.25690439751023
280,236.9866774165323
281,226.86153337685258
282,258.2550518953711
283,264.82948982417065
284,250.3427413884267
285,236.24966009547288
286,241.1566501710751
287,232.9596774739503
288,234.03660055087337
289,228.74771166198448
290,238.33082258941494
291,288.0816473475546
292,285.7734799809777
293,304.89606842433477
294,302.1045340000471
295,308.2568409036698
296,306.4719003715756
297,306.17521383251596
298,305.89918675629525
299,305.9258744454829
300,306.11566143340036
301,353.1153107757033
302,348.2541996645922
303,354.97573389231843
304,343.6833987764538
305,404.8539757309186
306,390.6942847617397
307,365.57999122938077
308,351.9912889173396
309,358.12561912792495
310,357.07142332372916
311,353.6445195932638
312,357.3707271035338
313,352.9076530063892
314,337.999796422419
315,337.16759207354306
316,332.3376517061987
317,346.7083710934672
318,339.47753947264437
319,335.4583687135393
320,339.67254169333734
321,340.5464705426224
322,334.5214705426224
323,337.6964705426224
324,348.87245103146864
325,333.7069593269182
326,318.4420506695757
327,317.7106511251537
328,312.79941862581404
329,311.1207847050541
330,307.44389130010677
331,307.46996941279576
332,301.1884827440542
333,320.3069136942553
334,317.5692999260066
335,319.5925761666741
336,314.30021383695953
337,329.21022690765017
338,309.6342059662105
339,313.8215254104347
340,314.6635414137128
341,316.15086023413113
342,306.91608075670194
343,309.69549252140786
344,312.8721013114931
345,320.2789640565911
346,310.12387232292804
347,308.716740661486
348,314.7167406614859
349,311.15840732815263
350,319.51888628847684
351,253.87133879553784
352,252.11869927819242
353,250.48042014540107
354,247.1715966159893
355,247.16036066093312
356,246.56995335221595
357,246.53423906650164
358,246.443141758013
359,246.443141758013
360,246.443141758013
361,243.6553715082127
362,242.29575313049145
363,242.29183156186397
364,241.91090869360784
365,241.8213170285693
366,241.8155699021325
367,241.8115048614821
368,241.30030521201547
369,241.20221908761357
370,241.18772633399038
371,239.06218226841588
372,239.05267092281295
373,239.05267092281295
374,239.05267092281295
375,239.05267092281295
376,206.06028627057725
377,206.02446424946112
378,206.02446424946112
379,205.9478718603687
380,205.93248724498412
381,205.89155054150066
382,205.86685918347598
383,205.86685918347598
384,205.78649009436202
385,205.78649009436202
386,205.76426787213984
387,205.76426787213984
388,205.76426787213984
389,205.61808094833964
390,205.61371413611258
391,205.5970474694459
392,205.59130034300912
393,205.56446410269905
394,205.56446410269905
395,205.56446410269905
396,205.45580286638761
397,205.45580286638761
398,205.45072672425562
399,205.44821416144157
400,205.43616596867048
